professional_id,cluster,cluster_name
5,1,Cluster 1 — Steady Providers
6,1,Cluster 1 — Steady Providers
7,0,Cluster 0 — High Performers
8,1,Cluster 1 — Steady Providers
9,1,Cluster 1 — Steady Providers
11,1,Cluster 1 — Steady Providers
12,1,Cluster 1 — Steady Providers
16,1,Cluster 1 — Steady Providers
17,1,Cluster 1 — Steady Providers
18,1,Cluster 1 — Steady Providers
20,1,Cluster 1 — Steady Providers
22,1,Cluster 1 — Steady Providers
23,1,Cluster 1 — Steady Providers
25,1,Cluster 1 — Steady Providers
26,0,Cluster 0 — High Performers
30,1,Cluster 1 — Steady Providers
31,1,Cluster 1 — Steady Providers
32,1,Cluster 1 — Steady Providers
34,1,Cluster 1 — Steady Providers
36,0,Cluster 0 — High Performers
37,1,Cluster 1 — Steady Providers
39,0,Cluster 0 — High Performers
40,0,Cluster 0 — High Performers
42,1,Cluster 1 — Steady Providers
43,1,Cluster 1 — Steady Providers
45,2,Cluster 2 — Low/Inactive Providers
46,1,Cluster 1 — Steady Providers
48,1,Cluster 1 — Steady Providers
49,1,Cluster 1 — Steady Providers
50,1,Cluster 1 — Steady Providers
51,1,Cluster 1 — Steady Providers
52,0,Cluster 0 — High Performers
54,1,Cluster 1 — Steady Providers
55,1,Cluster 1 — Steady Providers
56,1,Cluster 1 — Steady Providers
57,1,Cluster 1 — Steady Providers
58,1,Cluster 1 — Steady Providers
59,1,Cluster 1 — Steady Providers
61,1,Cluster 1 — Steady Providers
62,1,Cluster 1 — Steady Providers
63,1,Cluster 1 — Steady Providers
64,1,Cluster 1 — Steady Providers
65,0,Cluster 0 — High Performers
66,1,Cluster 1 — Steady Providers
69,1,Cluster 1 — Steady Providers
70,1,Cluster 1 — Steady Providers
71,1,Cluster 1 — Steady Providers
72,2,Cluster 2 — Low/Inactive Providers
74,0,Cluster 0 — High Performers
75,1,Cluster 1 — Steady Providers
77,1,Cluster 1 — Steady Providers
79,0,Cluster 0 — High Performers
80,1,Cluster 1 — Steady Providers
82,1,Cluster 1 — Steady Providers
83,0,Cluster 0 — High Performers
84,1,Cluster 1 — Steady Providers
85,1,Cluster 1 — Steady Providers
86,1,Cluster 1 — Steady Providers
87,1,Cluster 1 — Steady Providers
88,1,Cluster 1 — Steady Providers
89,1,Cluster 1 — Steady Providers
90,1,Cluster 1 — Steady Providers
91,1,Cluster 1 — Steady Providers
92,1,Cluster 1 — Steady Providers
93,1,Cluster 1 — Steady Providers
94,1,Cluster 1 — Steady Providers
99,0,Cluster 0 — High Performers
100,1,Cluster 1 — Steady Providers
101,2,Cluster 2 — Low/Inactive Providers
103,1,Cluster 1 — Steady Providers
105,1,Cluster 1 — Steady Providers
107,1,Cluster 1 — Steady Providers
108,1,Cluster 1 — Steady Providers
109,0,Cluster 0 — High Performers
110,2,Cluster 2 — Low/Inactive Providers
111,0,Cluster 0 — High Performers
114,1,Cluster 1 — Steady Providers
115,0,Cluster 0 — High Performers
116,1,Cluster 1 — Steady Providers
119,1,Cluster 1 — Steady Providers
120,1,Cluster 1 — Steady Providers
121,1,Cluster 1 — Steady Providers
127,1,Cluster 1 — Steady Providers
129,1,Cluster 1 — Steady Providers
130,1,Cluster 1 — Steady Providers
132,1,Cluster 1 — Steady Providers
133,1,Cluster 1 — Steady Providers
134,2,Cluster 2 — Low/Inactive Providers
136,1,Cluster 1 — Steady Providers
137,1,Cluster 1 — Steady Providers
138,1,Cluster 1 — Steady Providers
139,1,Cluster 1 — Steady Providers
141,1,Cluster 1 — Steady Providers
142,1,Cluster 1 — Steady Providers
145,0,Cluster 0 — High Performers
146,1,Cluster 1 — Steady Providers
147,1,Cluster 1 — Steady Providers
148,1,Cluster 1 — Steady Providers
149,1,Cluster 1 — Steady Providers
150,1,Cluster 1 — Steady Providers
152,1,Cluster 1 — Steady Providers
156,1,Cluster 1 — Steady Providers
157,1,Cluster 1 — Steady Providers
158,1,Cluster 1 — Steady Providers
161,1,Cluster 1 — Steady Providers
162,1,Cluster 1 — Steady Providers
164,0,Cluster 0 — High Performers
166,1,Cluster 1 — Steady Providers
167,1,Cluster 1 — Steady Providers
168,1,Cluster 1 — Steady Providers
169,1,Cluster 1 — Steady Providers
170,1,Cluster 1 — Steady Providers
173,2,Cluster 2 — Low/Inactive Providers
177,1,Cluster 1 — Steady Providers
178,1,Cluster 1 — Steady Providers
183,0,Cluster 0 — High Performers
184,1,Cluster 1 — Steady Providers
185,1,Cluster 1 — Steady Providers
186,2,Cluster 2 — Low/Inactive Providers
187,1,Cluster 1 — Steady Providers
188,1,Cluster 1 — Steady Providers
190,1,Cluster 1 — Steady Providers
191,1,Cluster 1 — Steady Providers
192,1,Cluster 1 — Steady Providers
193,1,Cluster 1 — Steady Providers
194,1,Cluster 1 — Steady Providers
195,1,Cluster 1 — Steady Providers
196,0,Cluster 0 — High Performers
197,1,Cluster 1 — Steady Providers
198,1,Cluster 1 — Steady Providers
199,1,Cluster 1 — Steady Providers
200,1,Cluster 1 — Steady Providers
201,1,Cluster 1 — Steady Providers
202,1,Cluster 1 — Steady Providers
204,1,Cluster 1 — Steady Providers
205,1,Cluster 1 — Steady Providers
206,1,Cluster 1 — Steady Providers
207,1,Cluster 1 — Steady Providers
208,1,Cluster 1 — Steady Providers
210,0,Cluster 0 — High Performers
211,1,Cluster 1 — Steady Providers
213,1,Cluster 1 — Steady Providers
214,1,Cluster 1 — Steady Providers
215,0,Cluster 0 — High Performers
217,1,Cluster 1 — Steady Providers
218,1,Cluster 1 — Steady Providers
220,1,Cluster 1 — Steady Providers
222,1,Cluster 1 — Steady Providers
223,1,Cluster 1 — Steady Providers
224,1,Cluster 1 — Steady Providers
225,1,Cluster 1 — Steady Providers
226,1,Cluster 1 — Steady Providers
227,1,Cluster 1 — Steady Providers
228,1,Cluster 1 — Steady Providers
229,1,Cluster 1 — Steady Providers
231,1,Cluster 1 — Steady Providers
232,1,Cluster 1 — Steady Providers
234,1,Cluster 1 — Steady Providers
237,2,Cluster 2 — Low/Inactive Providers
241,1,Cluster 1 — Steady Providers
242,1,Cluster 1 — Steady Providers
244,1,Cluster 1 — Steady Providers
247,1,Cluster 1 — Steady Providers
249,0,Cluster 0 — High Performers
251,0,Cluster 0 — High Performers
253,1,Cluster 1 — Steady Providers
256,1,Cluster 1 — Steady Providers
258,1,Cluster 1 — Steady Providers
264,0,Cluster 0 — High Performers
265,1,Cluster 1 — Steady Providers
266,1,Cluster 1 — Steady Providers
267,1,Cluster 1 — Steady Providers
268,1,Cluster 1 — Steady Providers
270,0,Cluster 0 — High Performers
271,1,Cluster 1 — Steady Providers
272,2,Cluster 2 — Low/Inactive Providers
273,2,Cluster 2 — Low/Inactive Providers
275,1,Cluster 1 — Steady Providers
278,2,Cluster 2 — Low/Inactive Providers
279,0,Cluster 0 — High Performers
281,1,Cluster 1 — Steady Providers
282,1,Cluster 1 — Steady Providers
285,1,Cluster 1 — Steady Providers
286,1,Cluster 1 — Steady Providers
292,1,Cluster 1 — Steady Providers
298,0,Cluster 0 — High Performers
302,0,Cluster 0 — High Performers
306,1,Cluster 1 — Steady Providers
307,1,Cluster 1 — Steady Providers
308,1,Cluster 1 — Steady Providers
313,1,Cluster 1 — Steady Providers
314,1,Cluster 1 — Steady Providers
315,1,Cluster 1 — Steady Providers
317,1,Cluster 1 — Steady Providers
318,1,Cluster 1 — Steady Providers
321,0,Cluster 0 — High Performers
322,0,Cluster 0 — High Performers
325,1,Cluster 1 — Steady Providers
328,1,Cluster 1 — Steady Providers
330,1,Cluster 1 — Steady Providers
333,1,Cluster 1 — Steady Providers
334,1,Cluster 1 — Steady Providers
339,1,Cluster 1 — Steady Providers
341,2,Cluster 2 — Low/Inactive Providers
342,1,Cluster 1 — Steady Providers
345,1,Cluster 1 — Steady Providers
346,2,Cluster 2 — Low/Inactive Providers
347,1,Cluster 1 — Steady Providers
348,0,Cluster 0 — High Performers
349,1,Cluster 1 — Steady Providers
350,1,Cluster 1 — Steady Providers
351,2,Cluster 2 — Low/Inactive Providers
352,1,Cluster 1 — Steady Providers
353,1,Cluster 1 — Steady Providers
356,1,Cluster 1 — Steady Providers
359,1,Cluster 1 — Steady Providers
360,1,Cluster 1 — Steady Providers
361,1,Cluster 1 — Steady Providers
363,1,Cluster 1 — Steady Providers
364,1,Cluster 1 — Steady Providers
366,1,Cluster 1 — Steady Providers
367,1,Cluster 1 — Steady Providers
369,1,Cluster 1 — Steady Providers
370,1,Cluster 1 — Steady Providers
372,1,Cluster 1 — Steady Providers
373,2,Cluster 2 — Low/Inactive Providers
374,0,Cluster 0 — High Performers
375,1,Cluster 1 — Steady Providers
377,1,Cluster 1 — Steady Providers
378,0,Cluster 0 — High Performers
382,1,Cluster 1 — Steady Providers
383,1,Cluster 1 — Steady Providers
384,1,Cluster 1 — Steady Providers
386,1,Cluster 1 — Steady Providers
387,1,Cluster 1 — Steady Providers
389,1,Cluster 1 — Steady Providers
391,1,Cluster 1 — Steady Providers
392,0,Cluster 0 — High Performers
395,1,Cluster 1 — Steady Providers
400,1,Cluster 1 — Steady Providers
402,1,Cluster 1 — Steady Providers
409,1,Cluster 1 — Steady Providers
410,1,Cluster 1 — Steady Providers
411,1,Cluster 1 — Steady Providers
413,1,Cluster 1 — Steady Providers
418,1,Cluster 1 — Steady Providers
420,1,Cluster 1 — Steady Providers
421,2,Cluster 2 — Low/Inactive Providers
426,1,Cluster 1 — Steady Providers
428,1,Cluster 1 — Steady Providers
429,1,Cluster 1 — Steady Providers
433,1,Cluster 1 — Steady Providers
434,1,Cluster 1 — Steady Providers
436,0,Cluster 0 — High Performers
437,1,Cluster 1 — Steady Providers
440,0,Cluster 0 — High Performers
444,1,Cluster 1 — Steady Providers
445,1,Cluster 1 — Steady Providers
447,1,Cluster 1 — Steady Providers
448,1,Cluster 1 — Steady Providers
451,1,Cluster 1 — Steady Providers
453,2,Cluster 2 — Low/Inactive Providers
455,1,Cluster 1 — Steady Providers
460,1,Cluster 1 — Steady Providers
461,2,Cluster 2 — Low/Inactive Providers
462,2,Cluster 2 — Low/Inactive Providers
463,0,Cluster 0 — High Performers
464,1,Cluster 1 — Steady Providers
465,1,Cluster 1 — Steady Providers
466,1,Cluster 1 — Steady Providers
467,0,Cluster 0 — High Performers
468,1,Cluster 1 — Steady Providers
469,0,Cluster 0 — High Performers
470,2,Cluster 2 — Low/Inactive Providers
471,1,Cluster 1 — Steady Providers
473,1,Cluster 1 — Steady Providers
474,1,Cluster 1 — Steady Providers
476,1,Cluster 1 — Steady Providers
478,1,Cluster 1 — Steady Providers
480,1,Cluster 1 — Steady Providers
482,1,Cluster 1 — Steady Providers
484,0,Cluster 0 — High Performers
485,2,Cluster 2 — Low/Inactive Providers
489,1,Cluster 1 — Steady Providers
492,1,Cluster 1 — Steady Providers
493,1,Cluster 1 — Steady Providers
494,1,Cluster 1 — Steady Providers
495,0,Cluster 0 — High Performers
496,1,Cluster 1 — Steady Providers
497,1,Cluster 1 — Steady Providers
501,1,Cluster 1 — Steady Providers
502,1,Cluster 1 — Steady Providers
504,1,Cluster 1 — Steady Providers
506,1,Cluster 1 — Steady Providers
507,1,Cluster 1 — Steady Providers
508,1,Cluster 1 — Steady Providers
511,2,Cluster 2 — Low/Inactive Providers
514,1,Cluster 1 — Steady Providers
515,1,Cluster 1 — Steady Providers
517,1,Cluster 1 — Steady Providers
518,0,Cluster 0 — High Performers
519,1,Cluster 1 — Steady Providers
522,2,Cluster 2 — Low/Inactive Providers
525,1,Cluster 1 — Steady Providers
526,0,Cluster 0 — High Performers
528,1,Cluster 1 — Steady Providers
530,1,Cluster 1 — Steady Providers
531,1,Cluster 1 — Steady Providers
532,1,Cluster 1 — Steady Providers
533,1,Cluster 1 — Steady Providers
534,1,Cluster 1 — Steady Providers
535,1,Cluster 1 — Steady Providers
536,1,Cluster 1 — Steady Providers
538,0,Cluster 0 — High Performers
539,1,Cluster 1 — Steady Providers
540,1,Cluster 1 — Steady Providers
541,0,Cluster 0 — High Performers
542,1,Cluster 1 — Steady Providers
543,1,Cluster 1 — Steady Providers
544,1,Cluster 1 — Steady Providers
545,1,Cluster 1 — Steady Providers
547,0,Cluster 0 — High Performers
548,1,Cluster 1 — Steady Providers
549,1,Cluster 1 — Steady Providers
552,1,Cluster 1 — Steady Providers
553,1,Cluster 1 — Steady Providers
555,1,Cluster 1 — Steady Providers
556,1,Cluster 1 — Steady Providers
560,0,Cluster 0 — High Performers
561,1,Cluster 1 — Steady Providers
562,1,Cluster 1 — Steady Providers
564,1,Cluster 1 — Steady Providers
565,1,Cluster 1 — Steady Providers
566,1,Cluster 1 — Steady Providers
567,0,Cluster 0 — High Performers
569,2,Cluster 2 — Low/Inactive Providers
570,1,Cluster 1 — Steady Providers
571,1,Cluster 1 — Steady Providers
574,0,Cluster 0 — High Performers
575,1,Cluster 1 — Steady Providers
576,1,Cluster 1 — Steady Providers
579,1,Cluster 1 — Steady Providers
581,1,Cluster 1 — Steady Providers
583,1,Cluster 1 — Steady Providers
587,1,Cluster 1 — Steady Providers
588,1,Cluster 1 — Steady Providers
589,0,Cluster 0 — High Performers
591,1,Cluster 1 — Steady Providers
592,1,Cluster 1 — Steady Providers
593,1,Cluster 1 — Steady Providers
594,1,Cluster 1 — Steady Providers
597,1,Cluster 1 — Steady Providers
598,1,Cluster 1 — Steady Providers
599,1,Cluster 1 — Steady Providers
602,1,Cluster 1 — Steady Providers
604,0,Cluster 0 — High Performers
606,2,Cluster 2 — Low/Inactive Providers
607,2,Cluster 2 — Low/Inactive Providers
608,1,Cluster 1 — Steady Providers
609,1,Cluster 1 — Steady Providers
610,1,Cluster 1 — Steady Providers
611,1,Cluster 1 — Steady Providers
613,1,Cluster 1 — Steady Providers
614,1,Cluster 1 — Steady Providers
615,1,Cluster 1 — Steady Providers
616,0,Cluster 0 — High Performers
618,1,Cluster 1 — Steady Providers
619,1,Cluster 1 — Steady Providers
620,2,Cluster 2 — Low/Inactive Providers
626,2,Cluster 2 — Low/Inactive Providers
627,1,Cluster 1 — Steady Providers
628,1,Cluster 1 — Steady Providers
630,1,Cluster 1 — Steady Providers
631,1,Cluster 1 — Steady Providers
632,1,Cluster 1 — Steady Providers
634,1,Cluster 1 — Steady Providers
635,1,Cluster 1 — Steady Providers
637,1,Cluster 1 — Steady Providers
638,1,Cluster 1 — Steady Providers
639,1,Cluster 1 — Steady Providers
640,1,Cluster 1 — Steady Providers
643,2,Cluster 2 — Low/Inactive Providers
645,1,Cluster 1 — Steady Providers
648,1,Cluster 1 — Steady Providers
649,1,Cluster 1 — Steady Providers
650,1,Cluster 1 — Steady Providers
651,1,Cluster 1 — Steady Providers
654,1,Cluster 1 — Steady Providers
655,1,Cluster 1 — Steady Providers
656,2,Cluster 2 — Low/Inactive Providers
657,1,Cluster 1 — Steady Providers
658,1,Cluster 1 — Steady Providers
659,2,Cluster 2 — Low/Inactive Providers
660,1,Cluster 1 — Steady Providers
661,1,Cluster 1 — Steady Providers
662,1,Cluster 1 — Steady Providers
663,1,Cluster 1 — Steady Providers
664,2,Cluster 2 — Low/Inactive Providers
665,0,Cluster 0 — High Performers
667,1,Cluster 1 — Steady Providers
668,1,Cluster 1 — Steady Providers
669,1,Cluster 1 — Steady Providers
671,1,Cluster 1 — Steady Providers
672,1,Cluster 1 — Steady Providers
674,1,Cluster 1 — Steady Providers
675,0,Cluster 0 — High Performers
677,2,Cluster 2 — Low/Inactive Providers
678,2,Cluster 2 — Low/Inactive Providers
681,1,Cluster 1 — Steady Providers
682,1,Cluster 1 — Steady Providers
683,2,Cluster 2 — Low/Inactive Providers
684,2,Cluster 2 — Low/Inactive Providers
685,1,Cluster 1 — Steady Providers
686,1,Cluster 1 — Steady Providers
687,1,Cluster 1 — Steady Providers
688,2,Cluster 2 — Low/Inactive Providers
689,1,Cluster 1 — Steady Providers
691,1,Cluster 1 — Steady Providers
695,1,Cluster 1 — Steady Providers
697,1,Cluster 1 — Steady Providers
702,1,Cluster 1 — Steady Providers
703,0,Cluster 0 — High Performers
704,1,Cluster 1 — Steady Providers
705,2,Cluster 2 — Low/Inactive Providers
706,1,Cluster 1 — Steady Providers
708,1,Cluster 1 — Steady Providers
709,2,Cluster 2 — Low/Inactive Providers
710,2,Cluster 2 — Low/Inactive Providers
712,2,Cluster 2 — Low/Inactive Providers
713,1,Cluster 1 — Steady Providers
714,2,Cluster 2 — Low/Inactive Providers
715,2,Cluster 2 — Low/Inactive Providers
716,2,Cluster 2 — Low/Inactive Providers
717,1,Cluster 1 — Steady Providers
718,1,Cluster 1 — Steady Providers
719,1,Cluster 1 — Steady Providers
720,1,Cluster 1 — Steady Providers
722,0,Cluster 0 — High Performers
723,0,Cluster 0 — High Performers
724,0,Cluster 0 — High Performers
725,1,Cluster 1 — Steady Providers
726,0,Cluster 0 — High Performers
727,1,Cluster 1 — Steady Providers
728,0,Cluster 0 — High Performers
729,1,Cluster 1 — Steady Providers
730,1,Cluster 1 — Steady Providers
731,1,Cluster 1 — Steady Providers
733,1,Cluster 1 — Steady Providers
734,1,Cluster 1 — Steady Providers
735,2,Cluster 2 — Low/Inactive Providers
738,1,Cluster 1 — Steady Providers
739,2,Cluster 2 — Low/Inactive Providers
740,1,Cluster 1 — Steady Providers
743,1,Cluster 1 — Steady Providers
744,1,Cluster 1 — Steady Providers
745,1,Cluster 1 — Steady Providers
748,1,Cluster 1 — Steady Providers
750,1,Cluster 1 — Steady Providers
751,1,Cluster 1 — Steady Providers
752,2,Cluster 2 — Low/Inactive Providers
755,1,Cluster 1 — Steady Providers
756,0,Cluster 0 — High Performers
759,1,Cluster 1 — Steady Providers
761,1,Cluster 1 — Steady Providers
762,1,Cluster 1 — Steady Providers
763,2,Cluster 2 — Low/Inactive Providers
765,1,Cluster 1 — Steady Providers
766,1,Cluster 1 — Steady Providers
767,1,Cluster 1 — Steady Providers
768,1,Cluster 1 — Steady Providers
769,1,Cluster 1 — Steady Providers
775,2,Cluster 2 — Low/Inactive Providers
776,1,Cluster 1 — Steady Providers
778,1,Cluster 1 — Steady Providers
779,1,Cluster 1 — Steady Providers
782,2,Cluster 2 — Low/Inactive Providers
784,1,Cluster 1 — Steady Providers
785,1,Cluster 1 — Steady Providers
786,1,Cluster 1 — Steady Providers
789,1,Cluster 1 — Steady Providers
791,2,Cluster 2 — Low/Inactive Providers
793,1,Cluster 1 — Steady Providers
796,1,Cluster 1 — Steady Providers
797,1,Cluster 1 — Steady Providers
798,0,Cluster 0 — High Performers
799,1,Cluster 1 — Steady Providers
800,0,Cluster 0 — High Performers
801,1,Cluster 1 — Steady Providers
802,2,Cluster 2 — Low/Inactive Providers
804,1,Cluster 1 — Steady Providers
805,1,Cluster 1 — Steady Providers
1003,1,Cluster 1 — Steady Providers
1005,1,Cluster 1 — Steady Providers
1007,1,Cluster 1 — Steady Providers
1010,1,Cluster 1 — Steady Providers
1011,1,Cluster 1 — Steady Providers
1012,0,Cluster 0 — High Performers
1013,0,Cluster 0 — High Performers
1014,1,Cluster 1 — Steady Providers
1015,1,Cluster 1 — Steady Providers
1016,2,Cluster 2 — Low/Inactive Providers
1017,1,Cluster 1 — Steady Providers
1018,2,Cluster 2 — Low/Inactive Providers
1020,0,Cluster 0 — High Performers
1022,1,Cluster 1 — Steady Providers
1023,1,Cluster 1 — Steady Providers
1025,2,Cluster 2 — Low/Inactive Providers
1026,1,Cluster 1 — Steady Providers
1028,2,Cluster 2 — Low/Inactive Providers
1029,1,Cluster 1 — Steady Providers
1035,0,Cluster 0 — High Performers
1036,1,Cluster 1 — Steady Providers
1037,1,Cluster 1 — Steady Providers
1038,1,Cluster 1 — Steady Providers
1040,0,Cluster 0 — High Performers
1041,1,Cluster 1 — Steady Providers
1046,0,Cluster 0 — High Performers
1047,1,Cluster 1 — Steady Providers
1048,1,Cluster 1 — Steady Providers
1049,1,Cluster 1 — Steady Providers
1050,1,Cluster 1 — Steady Providers
1051,1,Cluster 1 — Steady Providers
1052,1,Cluster 1 — Steady Providers
1053,0,Cluster 0 — High Performers
1054,2,Cluster 2 — Low/Inactive Providers
1055,1,Cluster 1 — Steady Providers
1056,1,Cluster 1 — Steady Providers
1057,0,Cluster 0 — High Performers
1058,1,Cluster 1 — Steady Providers
1059,1,Cluster 1 — Steady Providers
1065,1,Cluster 1 — Steady Providers
1066,2,Cluster 2 — Low/Inactive Providers
1067,1,Cluster 1 — Steady Providers
1071,1,Cluster 1 — Steady Providers
1073,1,Cluster 1 — Steady Providers
1074,2,Cluster 2 — Low/Inactive Providers
1078,1,Cluster 1 — Steady Providers
1079,1,Cluster 1 — Steady Providers
1081,1,Cluster 1 — Steady Providers
1082,1,Cluster 1 — Steady Providers
1084,2,Cluster 2 — Low/Inactive Providers
1085,0,Cluster 0 — High Performers
1086,0,Cluster 0 — High Performers
1087,1,Cluster 1 — Steady Providers
1088,1,Cluster 1 — Steady Providers
1089,1,Cluster 1 — Steady Providers
1090,2,Cluster 2 — Low/Inactive Providers
1092,0,Cluster 0 — High Performers
1095,2,Cluster 2 — Low/Inactive Providers
1099,0,Cluster 0 — High Performers
1100,1,Cluster 1 — Steady Providers
1102,1,Cluster 1 — Steady Providers
1103,1,Cluster 1 — Steady Providers
1104,1,Cluster 1 — Steady Providers
1107,2,Cluster 2 — Low/Inactive Providers
1108,1,Cluster 1 — Steady Providers
1109,1,Cluster 1 — Steady Providers
1110,1,Cluster 1 — Steady Providers
1111,1,Cluster 1 — Steady Providers
1112,0,Cluster 0 — High Performers
1113,1,Cluster 1 — Steady Providers
1114,0,Cluster 0 — High Performers
1115,1,Cluster 1 — Steady Providers
1116,1,Cluster 1 — Steady Providers
1117,1,Cluster 1 — Steady Providers
1118,1,Cluster 1 — Steady Providers
1120,1,Cluster 1 — Steady Providers
1123,1,Cluster 1 — Steady Providers
1125,1,Cluster 1 — Steady Providers
1127,1,Cluster 1 — Steady Providers
1128,1,Cluster 1 — Steady Providers
1130,1,Cluster 1 — Steady Providers
1131,1,Cluster 1 — Steady Providers
1132,1,Cluster 1 — Steady Providers
1133,1,Cluster 1 — Steady Providers
1134,1,Cluster 1 — Steady Providers
1135,1,Cluster 1 — Steady Providers
1136,1,Cluster 1 — Steady Providers
1137,1,Cluster 1 — Steady Providers
1138,1,Cluster 1 — Steady Providers
1140,1,Cluster 1 — Steady Providers
1141,2,Cluster 2 — Low/Inactive Providers
1144,1,Cluster 1 — Steady Providers
1146,1,Cluster 1 — Steady Providers
1148,1,Cluster 1 — Steady Providers
1149,1,Cluster 1 — Steady Providers
1150,2,Cluster 2 — Low/Inactive Providers
1151,1,Cluster 1 — Steady Providers
1153,1,Cluster 1 — Steady Providers
1154,1,Cluster 1 — Steady Providers
1157,1,Cluster 1 — Steady Providers
1158,1,Cluster 1 — Steady Providers
1159,2,Cluster 2 — Low/Inactive Providers
1160,1,Cluster 1 — Steady Providers
1163,2,Cluster 2 — Low/Inactive Providers
1166,1,Cluster 1 — Steady Providers
1169,1,Cluster 1 — Steady Providers
1171,1,Cluster 1 — Steady Providers
1172,1,Cluster 1 — Steady Providers
1173,1,Cluster 1 — Steady Providers
1176,1,Cluster 1 — Steady Providers
1177,1,Cluster 1 — Steady Providers
1180,1,Cluster 1 — Steady Providers
1189,1,Cluster 1 — Steady Providers
1190,2,Cluster 2 — Low/Inactive Providers
1193,0,Cluster 0 — High Performers
1196,1,Cluster 1 — Steady Providers
1197,1,Cluster 1 — Steady Providers
1200,1,Cluster 1 — Steady Providers
1201,1,Cluster 1 — Steady Providers
1202,1,Cluster 1 — Steady Providers
1203,2,Cluster 2 — Low/Inactive Providers
1204,1,Cluster 1 — Steady Providers
1205,1,Cluster 1 — Steady Providers
1206,1,Cluster 1 — Steady Providers
1207,1,Cluster 1 — Steady Providers
1208,1,Cluster 1 — Steady Providers
1209,1,Cluster 1 — Steady Providers
1210,2,Cluster 2 — Low/Inactive Providers
1212,1,Cluster 1 — Steady Providers
1215,1,Cluster 1 — Steady Providers
1217,1,Cluster 1 — Steady Providers
1218,1,Cluster 1 — Steady Providers
1219,1,Cluster 1 — Steady Providers
1222,1,Cluster 1 — Steady Providers
1223,1,Cluster 1 — Steady Providers
1232,1,Cluster 1 — Steady Providers
1233,0,Cluster 0 — High Performers
1234,2,Cluster 2 — Low/Inactive Providers
1237,1,Cluster 1 — Steady Providers
1239,0,Cluster 0 — High Performers
1242,1,Cluster 1 — Steady Providers
1244,1,Cluster 1 — Steady Providers
1245,1,Cluster 1 — Steady Providers
1247,1,Cluster 1 — Steady Providers
1248,1,Cluster 1 — Steady Providers
1249,1,Cluster 1 — Steady Providers
1250,1,Cluster 1 — Steady Providers
1252,2,Cluster 2 — Low/Inactive Providers
1253,1,Cluster 1 — Steady Providers
1254,2,Cluster 2 — Low/Inactive Providers
1255,1,Cluster 1 — Steady Providers
1256,1,Cluster 1 — Steady Providers
1258,1,Cluster 1 — Steady Providers
1259,1,Cluster 1 — Steady Providers
1260,1,Cluster 1 — Steady Providers
1262,1,Cluster 1 — Steady Providers
1263,1,Cluster 1 — Steady Providers
1266,1,Cluster 1 — Steady Providers
1270,1,Cluster 1 — Steady Providers
1271,1,Cluster 1 — Steady Providers
1273,1,Cluster 1 — Steady Providers
1274,1,Cluster 1 — Steady Providers
1277,1,Cluster 1 — Steady Providers
1278,1,Cluster 1 — Steady Providers
1280,1,Cluster 1 — Steady Providers
1282,1,Cluster 1 — Steady Providers
1285,1,Cluster 1 — Steady Providers
1288,0,Cluster 0 — High Performers
1289,1,Cluster 1 — Steady Providers
1291,1,Cluster 1 — Steady Providers
1292,1,Cluster 1 — Steady Providers
1294,0,Cluster 0 — High Performers
1295,0,Cluster 0 — High Performers
1296,0,Cluster 0 — High Performers
1297,1,Cluster 1 — Steady Providers
1298,1,Cluster 1 — Steady Providers
1302,1,Cluster 1 — Steady Providers
1306,1,Cluster 1 — Steady Providers
1308,0,Cluster 0 — High Performers
1312,1,Cluster 1 — Steady Providers
1315,1,Cluster 1 — Steady Providers
1316,1,Cluster 1 — Steady Providers
1318,2,Cluster 2 — Low/Inactive Providers
1319,1,Cluster 1 — Steady Providers
1320,1,Cluster 1 — Steady Providers
1321,1,Cluster 1 — Steady Providers
1322,1,Cluster 1 — Steady Providers
1323,1,Cluster 1 — Steady Providers
1329,1,Cluster 1 — Steady Providers
1330,1,Cluster 1 — Steady Providers
1331,1,Cluster 1 — Steady Providers
1332,1,Cluster 1 — Steady Providers
1333,1,Cluster 1 — Steady Providers
1337,1,Cluster 1 — Steady Providers
1342,1,Cluster 1 — Steady Providers
1343,1,Cluster 1 — Steady Providers
1345,1,Cluster 1 — Steady Providers
1346,1,Cluster 1 — Steady Providers
1347,1,Cluster 1 — Steady Providers
1349,1,Cluster 1 — Steady Providers
1351,1,Cluster 1 — Steady Providers
1352,1,Cluster 1 — Steady Providers
1353,1,Cluster 1 — Steady Providers
1355,1,Cluster 1 — Steady Providers
1357,1,Cluster 1 — Steady Providers
1358,2,Cluster 2 — Low/Inactive Providers
1359,1,Cluster 1 — Steady Providers
1366,1,Cluster 1 — Steady Providers
1368,1,Cluster 1 — Steady Providers
1369,2,Cluster 2 — Low/Inactive Providers
1370,1,Cluster 1 — Steady Providers
1371,1,Cluster 1 — Steady Providers
1372,1,Cluster 1 — Steady Providers
1373,2,Cluster 2 — Low/Inactive Providers
1377,1,Cluster 1 — Steady Providers
1381,1,Cluster 1 — Steady Providers
1382,0,Cluster 0 — High Performers
1383,1,Cluster 1 — Steady Providers
1384,1,Cluster 1 — Steady Providers
1386,1,Cluster 1 — Steady Providers
1387,1,Cluster 1 — Steady Providers
1388,1,Cluster 1 — Steady Providers
1389,2,Cluster 2 — Low/Inactive Providers
1390,1,Cluster 1 — Steady Providers
1392,1,Cluster 1 — Steady Providers
